symbol, companyName, marketCap, sector, industry, beta, price, lastAnnualDividend, volume, exchange, exchangeShortName, country, isEtf, isFund, isActivelyTrading
"CCDTX","American Funds 2025 Target Date Retirement Fund Class C","33144145920","Financial Services","Asset Management","0.86","15","0.233","0","NASDAQ","NASDAQ","null","false","true","true",
"FAPTX","American Funds 2025 Target Retirement Fd Cl F-1","33144145914","Financial Services","Asset Management","0.86","15.24","0.339","0","NASDAQ","NASDAQ","null","false","true","true",
"BIIB","Biogen Inc.","33114581680","Healthcare","Drug Manufacturers - General","-0.038","227.44","0","1125910","NASDAQ Global Select","NASDAQ","US","false","false","true",
"EFX","Equifax Inc.","33103092080","Industrials","Consulting Services","1.561","267.53","1.56","649470","New York Stock Exchange","NYSE","US","false","false","true",
"DD","DuPont de Nemours, Inc.","33042759120","Basic Materials","Chemicals - Specialty","1.332","79.03","1.52","2282546","New York Stock Exchange","NYSE","US","false","false","true",
"FNV.TO","Franco-Nevada Corporation","33034496460","Basic Materials","Gold","0.655","171.78","1.97","144017","Toronto Stock Exchange","TSX","CA","false","false","true",
"CBRE","CBRE Group, Inc.","32962102320","Real Estate","Real Estate - Services","1.399","107.43","1.5","4389288","New York Stock Exchange","NYSE","US","false","false","true",
"ADYEN.AS","Adyen N.V.","32646697920","Technology","Software - Infrastructure","1.621","1051.2","0","73986","Amsterdam","EURONEXT","NL","false","false","true",
"BIDU","Baidu, Inc.","32608743498","Communication Services","Internet Content & Information","0.488","87.79","0","2176900","NASDAQ Global Select","NASDAQ","CN","false","false","true",
"TECK-A.TO","Teck Resources Limited","32481979479","Basic Materials","Industrial Materials","1.387","63.58","0.5","1579","Toronto Stock Exchange","TSX","CA","false","false","true",
"T.TO","TELUS Corporation","32440980000","Communication Services","Telecommunications Services","0.698","21.89","1.56","2199951","Toronto Stock Exchange","TSX","CA","false","false","true",
"PRUIX","T. Rowe Price Equity Index 500 Fund I Class","32213573583","Financial Services","Asset Management","1","142.09","1.406","0","NASDAQ","NASDAQ","US","false","true","true",
"FLTR.IR","Flutter Entertainment plc","32206786094","Consumer Cyclical","Gambling, Resorts & Casinos","0.841","181.95","0","2878578","Irish","EURONEXT","IE","false","false","false",
"TECK-B.TO","Teck Resources Limited","32107550705","Basic Materials","Industrial Materials","1.387","63.17","0.5","656551","Toronto Stock Exchange","TSX","CA","false","false","true",
"PREIX","T. Rowe Price Equity Index 500 Fund","32046652188","Financial Services","Asset Management","1","142.07","0.862","0","NASDAQ","NASDAQ","US","false","true","true",
"VITNX","Vanguard Institutional Total Stock Market Index Fund Institutional Shares","32030268804","Financial Services","Asset Management","1.01","92.42","0.657431","0","NASDAQ","NASDAQ","US","false","true","true",
"VITPX","Vanguard Institutional Total Stock Market Index Fund","32030247203","Financial Services","Asset Management","1.01","92.4","0.675739","0","NASDAQ","NASDAQ","US","false","true","true",
"CSGP","CoStar Group, Inc.","31798029200","Real Estate","Real Estate - Services","0.813","77.84","0","3758967","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VICI","VICI Properties Inc.","31796126400","Real Estate","REIT - Diversified","0.945","30.48","1.66","4374173","New York Stock Exchange","NYSE","US","false","false","true",
"XEL","Xcel Energy Inc.","31599189930","Utilities","Regulated Electric","0.378","56.87","2.19","3943407","NASDAQ Global Select","NASDAQ","US","false","false","true",
"RBHEX","American Funds 2050 Target Date Retirement Fund","31566907390","Financial Services","Asset Management","1.23","19.8","0.166","0","NASDAQ","NASDAQ","null","false","true","true",
"RI.PA","Pernod Ricard SA","31501176462","Consumer Defensive","Beverages - Wineries & Distilleries","0.47","126","4.99","338388","Paris","EURONEXT","FR","false","false","true",
"RFITX","American Funds 2050 Target Date Retirement Fund Class R-6","31489877347","Financial Services","Asset Management","1.23","20.44","0.295","0","NASDAQ","NASDAQ","null","false","true","true",
"AALTX","American Funds 2050 Trgt Date Retire A","31473698020","Financial Services","Asset Management","1.23","20.26","0.238","0","Nasdaq","NASDAQ","null","false","true","true",
"FAITX","American Funds 2050 Target Date Retirment Fd Cl F-1","31472911631","Financial Services","Asset Management","1.23","20.09","0.231","0","NASDAQ","NASDAQ","null","false","true","true",
"LYB","LyondellBasell Industries N.V.","31455085200","Basic Materials","Chemicals - Specialty","1.098","96.6","5.36","1322596","New York Stock Exchange","NYSE","US","false","false","true",
"WIT","Wipro Limited","31451593905","Technology","Information Technology Services","0.745","6.02","0.01","2046206","New York Stock Exchange","NYSE","IN","false","false","true",
"RRMGX","T. Rowe Price Mid-Cap Growth Fund","31407678621","Financial Services","Asset Management","0.99","92.94","0","0","NASDAQ","NASDAQ","US","false","true","true",
"FOCPX","Fidelity OTC Portfolio","31390160750","","","1.1","21.49","0.01","0","NASDAQ","NASDAQ","US","false","true","true",
"FOCKX","Fidelity OTC K","31386238974","null","null","1.1","21.99","0.016","0","Nasdaq","NASDAQ","null","false","true","true",
"ADM","Archer-Daniels-Midland Company","31307814160","Consumer Defensive","Agricultural Farm Products","0.73","63.32","2","1998570","New York Stock Exchange","NYSE","US","false","false","true",
"GOLD","Barrick Gold Corporation","31116320000","Basic Materials","Gold","0.431","17.72","0.4","22188956","New York Stock Exchange","NYSE","CA","false","false","true",
"DFIEX","DFA International Core Equity Portfolio","31067543095","","","1.06","15.9","0.29500000000000004","0","NASDAQ","NASDAQ","null","false","true","true",
"CCEP.AS","Coca-Cola Europacific Partners PLC","31063874200","Consumer Defensive","Beverages - Non-Alcoholic","0.743","67.7","1.91","13531","Amsterdam","EURONEXT","GB","false","false","true",
"FER","Ferrovial SE","30987619320","Industrials","Industrial - Infrastructure Operations","0.942","41.79","0.79","30221","NASDAQ Global Select","NASDAQ","NL","false","false","true",
"ROK","Rockwell Automation, Inc.","30894813000","Industrials","Industrial - Machinery","1.372","271","5","1222328","New York Stock Exchange","NYSE","US","false","false","true",
"FPURX","Fidelity Puritan Fund","30739564348","Financial Services","Asset Management","1.03","25.54","0.41800000000000004","0","NASDAQ","NASDAQ","US","false","true","true",
"CDW","CDW Corporation","30726070760","Technology","Information Technology Services","1.034","228.62","2.48","639771","NASDAQ Global Select","NASDAQ","US","false","false","true",
"RMD","ResMed Inc.","30606604380","Healthcare","Medical - Instruments & Supplies","0.664","208.34","1.92","2022422","New York Stock Exchange","NYSE","US","false","false","true",
"PPL.TO","Pembina Pipeline Corporation","30529745760","Energy","Oil & Gas Midstream","1.49","52.68","2.76","2135293","Toronto Stock Exchange","TSX","CA","false","false","true",
"GWO-PN.TO","Great-West Lifeco Inc.","30479955601","Financial Services","Insurance - Life","0.846","15.1","0.44","30800","Toronto Stock Exchange","TSX","CA","false","false","true",
"DB","Deutsche Bank Aktiengesellschaft","30423074000","Financial Services","Banks - Regional","1.139","15.62","0.49","2189145","New York Stock Exchange","NYSE","DE","false","false","true",
"BCOSX","Baird Core Plus Bond Fund Investor Class","30342061521","Financial Services","Asset Management - Bonds","0.99","10.58","0.243","0","NASDAQ","NASDAQ","null","false","true","true",
"BCOIX","Baird Core Plus Bond Fund Institutional Class","30310540531","Financial Services","Asset Management - Bonds","0.99","10.07","0.26","0","NASDAQ","NASDAQ","null","false","true","true",
"HIG","The Hartford Financial Services Group, Inc.","30264609150","Financial Services","Insurance - Diversified","0.919","102.33","1.88","1381458","New York Stock Exchange","NYSE","US","false","false","true",
"RKT","Rocket Companies, Inc.","30262774058","Financial Services","Financial - Mortgages","2.401","15.22","0","1974831","New York Stock Exchange","NYSE","US","false","false","true",
"BCE","BCE Inc.","30260427110","Communication Services","Telecommunications Services","0.469","33.17","2.92","1897823","New York Stock Exchange","NYSE","CA","false","false","true",
"HAL","Halliburton Company","30241882160","Energy","Oil & Gas Equipment & Services","1.942","34.16","0.68","10806819","New York Stock Exchange","NYSE","US","false","false","true",
"VEEV","Veeva Systems Inc.","30156180600","Healthcare","Medical - Healthcare Information Services","0.805","186.55","0","1022925","New York Stock Exchange","NYSE","US","false","false","true",
"MTD","Mettler-Toledo International Inc.","30135291400","Healthcare","Medical - Diagnostics & Research","1.167","1411","0","178868","New York Stock Exchange","NYSE","US","false","false","true",
"ALNY","Alnylam Pharmaceuticals, Inc.","30089916960","Healthcare","Biotechnology","0.37","237.88","0","599528","NASDAQ Global Select","NASDAQ","US","false","false","true",
"PRILX","Parnassus Core Equity Fund - Institutional Shares","30045503459","Financial Services","Asset Management","0.97","61.62","0.3812","0","NASDAQ","NASDAQ","US","false","true","true",
"QSR.TO","Restaurant Brands International Inc.","29996177420","Consumer Cyclical","Restaurants","0.934","94.81","3.16","425753","Toronto Stock Exchange","TSX","CA","false","false","true",
"HRCAX","Harbor Capital Appreciation Fund Administrative Class","29973762039","Financial Services","Asset Management","1.21","105.42","0","0","NASDAQ","NASDAQ","US","false","true","true",
"PRBLX","Parnassus Core Equity Fund","29909198500","Financial Services","Asset Management","0.97","61.44","0.247","0","NASDAQ","NASDAQ","US","false","true","true",
"STM","STMicroelectronics N.V.","29866539974","Technology","Semiconductors","1.324","33.47","0.36","13793070","New York Stock Exchange","NYSE","CH","false","false","true",
"DLTNX","DoubleLine Total Return Bond Fund Class N","29825309033","Financial Services","Asset Management - Bonds","0.88","8.76","0.33000000000000007","0","NASDAQ","NASDAQ","null","false","true","true",
"DBLTX","DoubleLine Total Return Bond Fund Class I","29825231207","Financial Services","Asset Management - Bonds","0.89","8.77","0.3480000000000001","0","NASDAQ","NASDAQ","null","false","true","true",
"JUEMX","JPMorgan U.S. Equity Fund Class R6","29739208771","Financial Services","Asset Management","0.99","24.42","0.121","0","NASDAQ","NASDAQ","US","false","true","true",
"JUSRX","JPMorgan U.S. Equity Fund","29738860124","Financial Services","Asset Management","0.98","24.35","0.11099999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"JUESX","JPMorgan U.S. Equity Fund Class I","29738459196","Financial Services","Asset Management","0.99","24.27","0.12025999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"JUEAX","JPMorgan U.S. Equity Fund Class A","29725650678","Financial Services","Asset Management","0.98","24.16","0.09317","0","NASDAQ","NASDAQ","US","false","true","true",
"JUEZX","JPMorgan U.S. Equity Fund Class R2","29723670342","Financial Services","Asset Management","0.98","23.81","0.046","0","NASDAQ","NASDAQ","US","false","true","true",
"HACAX","Harbor Capital Appreciation Fund Institutional Class","29672193471","Financial Services","Asset Management","1.21","110.2","0","0","NASDAQ","NASDAQ","US","false","true","true",
"HCAIX","Harbor Capital Appreciation Fund","29672032380","Financial Services","Asset Management","1.21","101.29","0","0","NASDAQ","NASDAQ","US","false","true","true",
"HNACX","Harbor Capital Appreciation Fund - Retirement Class","29670508807","Financial Services","Asset Management","1.21","110.56","0","0","NASDAQ","NASDAQ","null","false","true","true",
"ASM.AS","ASM International NV","29652696329","Technology","Semiconductors","1.256","601","2.75","247571","Amsterdam","EURONEXT","NL","false","false","true",
"LULU","Lululemon Athletica Inc.","29650205520","Consumer Cyclical","Apparel - Retail","1.256","247.32","0","9301156","NASDAQ Global Select","NASDAQ","CA","false","false","true",
"TRFHX","T. Rowe Price Retirement 2030 I","29591492156","","","1.03","25.67","0.474","0","Nasdaq","NASDAQ","null","false","true","true",
"TRRCX","T. Rowe Price Retirement 2030 Fund","29591465210","Financial Services","Asset Management","1.03","25.65","0.469","0","NASDAQ","NASDAQ","US","false","true","true",
"FCNCA","First Citizens BancShares, Inc.","29577281384","Financial Services","Banks - Regional","0.834","2051.05","6.56","247003","NASDAQ Global Select","NASDAQ","US","false","false","true",
"EON.BR","E.ON SE","29549501962","Utilities","Diversified Utilities","0.647147","11.32","0.51","75","Brussels","EURONEXT","DE","false","false","false",
"ORAN","Orange S.A.","29526278821","Communication Services","Telecommunications Services","0.146","11.11","0.78","377333","New York Stock Exchange","NYSE","FR","false","false","true",
"DSFIR.AS","DSM-Firmenich AG","29459769099","Consumer Defensive","Household & Personal Products","0.71528","111.05","2.5","388219","Amsterdam","EURONEXT","CH","false","false","true",
"TRVLX","T. Rowe Price Value Fund","29445972775","Financial Services","Asset Management","0.81","47.08","0.556","0","NASDAQ","NASDAQ","US","false","true","true",
"EIX","Edison International","29406671790","Utilities","Regulated Electric","0.919","76.43","3.12","1399633","New York Stock Exchange","NYSE","US","false","false","true",
"VMLUX","Vanguard Limited-Term Tax-Exempt Fund Admiral Shares","29394718713","Financial Services","Asset Management","0.42","10.83","0.23699999999999996","0","NASDAQ","NASDAQ","US","false","true","true",
"VMLTX","Vanguard Limited Term Tax-Exempt Fund","29394718713","Financial Services","Asset Management","0.42","10.83","0.22799999999999995","0","NASDAQ","NASDAQ","null","false","true","true",
"PAVLX","T. Rowe Price Value Fund Advisor Class","29389682667","Financial Services","Asset Management","0.81","45.86","0.485","0","NASDAQ","NASDAQ","US","false","true","true",
"PPG","PPG Industries, Inc.","29381802000","Basic Materials","Chemicals - Specialty","1.257","125.94","2.63","1497214","New York Stock Exchange","NYSE","US","false","false","true",
"HO.PA","Thales S.A.","29358992520","Industrials","Aerospace & Defense","0.566","142.95","3.4","343464","Paris","EURONEXT","FR","false","false","true",
"LVS","Las Vegas Sands Corp.","29310148980","Consumer Cyclical","Gambling, Resorts & Casinos","1.125","39.34","0.8","8863454","New York Stock Exchange","NYSE","US","false","false","true",
"TRGP","Targa Resources Corp.","29262209660","Energy","Oil & Gas Midstream","2.261","131.98","3","1588276","New York Stock Exchange","NYSE","US","false","false","true",
"FSNVX","Fidelity Freedom 2040 K","29155767022","null","null","1.27","11.4","0.152","0","Nasdaq","NASDAQ","null","false","true","true",
"FFFFX","Fidelity Freedom 2040","29130191788","","","1.28","11.39","0.138","0","NASDAQ","NASDAQ","US","false","true","true",
"ARGX","argenx SE","29080734579","Healthcare","Biotechnology","0.295","486.33","0","850056","NASDAQ Global Select","NASDAQ","NL","false","false","true",
"ON","ON Semiconductor Corporation","29057869280","Technology","Semiconductors","1.69","67.54","0","9636683","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FWONK","Formula One Group","29047833908","Communication Services","Entertainment","1.102","78.92","0","754395","NASDAQ Global Select","NASDAQ","US","false","false","true",
"DVN","Devon Energy Corporation","29044032160","Energy","Oil & Gas Exploration & Production","2.106","46.28","2.05","3873572","New York Stock Exchange","NYSE","US","false","false","true",
"MTB","M&T Bank Corporation","28950837540","Financial Services","Banks - Regional","0.764","173.51","5.4","1027905","New York Stock Exchange","NYSE","US","false","false","true",
"AVB","AvalonBay Communities, Inc.","28839586380","Real Estate","REIT - Residential","0.971","202.83","6.8","494645","New York Stock Exchange","NYSE","US","false","false","true",
"SLF","Sun Life Financial Inc.","28801036600","Financial Services","Insurance - Diversified","0.945","49.55","2.37","209366","New York Stock Exchange","NYSE","CA","false","false","true",
"PEQSX","Putnam Large Cap Value R6","28717180317","","","0.8","35.7","0.548","0","Nasdaq","NASDAQ","null","false","true","true",
"VRT","Vertiv Holdings Co","28629905600","Industrials","Electrical Equipment & Parts","1.647","76.48","0.1","17485457","New York Stock Exchange","NYSE","US","false","false","true",
"FITB","Fifth Third Bancorp","28613602350","Financial Services","Banks - Regional","1.256","41.83","1.4","4513887","NASDAQ Global Select","NASDAQ","US","false","false","true",
"KBC.BR","KBC Group NV","28589134997","Financial Services","Banks - Regional","1.201","70.86","4.15","473729","Brussels","EURONEXT","BE","false","false","true",
"PEYAX","Putnam Large Cap Value Fund Class A","28580431872","Financial Services","Asset Management","0.8","35.67","0.43999999999999995","0","NASDAQ","NASDAQ","null","false","true","true",
"UCB.BR","UCB SA","28542447414","Healthcare","Biotechnology","0.347","150.4","1.36","352956","Brussels","EURONEXT","BE","false","false","true",
"STMPA.PA","STMicroelectronics N.V.","28519110175","Technology","Semiconductors","1.324","31.96","0.33","7677166","Paris","EURONEXT","CH","false","false","true",
"CHT","Chunghwa Telecom Co., Ltd.","28500871300","Communication Services","Telecommunications Services","0.058","36.74","1.47","187554","New York Stock Exchange","NYSE","TW","false","false","true",
"MSTR","MicroStrategy Incorporated","28494609010","Technology","Software - Application","3.114","1606.47","0","1469013","NASDAQ Global Select","NASDAQ","US","false","false","true",
"ARES","Ares Management Corporation","28434338200","Financial Services","Asset Management","1.237","145.3","3.72","923942","New York Stock Exchange","NYSE","US","false","false","true",
"FFTHX","Fidelity Freedom 2035 Fund","28419087662","Financial Services","Asset Management","1.16","15.57","0.24300000000000002","0","NASDAQ","NASDAQ","US","false","true","true",
"IRM","Iron Mountain Incorporated","28416313020","Real Estate","REIT - Specialty","1.004","96.94","2.6","1505936","New York Stock Exchange","NYSE","US","false","false","true",
"VSGAX","Vanguard Small-Cap Growth Index Fd Admiral","28339193790","","","1.12","90.03","0.418199","0","NASDAQ","NASDAQ","null","false","true","true",
"GFS","GLOBALFOUNDRIES Inc.","28295947440","Technology","Semiconductors","1.561","50.94","0","1220917","NASDAQ Global Select","NASDAQ","US","false","false","true",
"WN.TO","George Weston Limited","28191705680","Consumer Defensive","Grocery Stores","0.399","213.58","3.28","105028","Toronto Stock Exchange","TSX","CA","false","false","true",
"WAB","Westinghouse Air Brake Technologies Corporation","28068145050","Industrials","Railroads","1.288","159.13","0.8","1424768","New York Stock Exchange","NYSE","US","false","false","true",
"DAL","Delta Air Lines, Inc.","28056363930","Industrials","Airlines, Airports & Air Services","1.353","43.47","0.6","8454627","New York Stock Exchange","NYSE","US","false","false","true",
"OWL","Blue Owl Capital Inc.","28035281324","Financial Services","Asset Management","1.181","19.59","0.72","5372889","New York Stock Exchange","NYSE","US","false","false","true",
"VMVAX","Vanguard Mid-Cap Value Index Fd Admiral","28000925681","","","0.93","80.65","1.015828","0","NASDAQ","NASDAQ","null","false","true","true",
"HEI","HEICO Corporation","27990223885","Industrials","Aerospace & Defense","1.205","230.76","0.22","359665","New York Stock Exchange","NYSE","US","false","false","true",
"TCOM","Trip.com Group Limited","27972798820","Consumer Cyclical","Travel Services","0.413","43.43","0","4853049","NASDAQ Global Select","NASDAQ","CN","false","false","true",
"WSP.TO","WSP Global Inc.","27878989920","Industrials","Engineering & Construction","0.81","223.59","1.5","158488","Toronto Stock Exchange","TSX","CA","false","false","true",
"NETE","Net Element, Inc.","27819785360","Technology","Software - Infrastructure","1.985454","13.09","0","4070566","NASDAQ Capital Market","NASDAQ","US","false","false","false",
"BRO","Brown & Brown, Inc.","27792979230","Financial Services","Insurance - Brokers","0.819","97.43","0.52","1458005","New York Stock Exchange","NYSE","US","false","false","true",
"TSCO","Tractor Supply Company","27754606400","Consumer Cyclical","Specialty Retail","0.806","257.44","4.4","2323080","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FTS.TO","Fortis Inc.","27750970000","Utilities","Regulated Electric","0.191","56.29","2.36","1307138","Toronto Stock Exchange","TSX","CA","false","false","true",
"DFCEX","DFA  Emerging Markets Core Equity Portfolio","27661714907","","","0.94","23.67","0.578","0","NASDAQ","NASDAQ","null","false","true","true",
"PTRQX","PGIM Total Return Bond Fund -Class R6","27561997548","Financial Services","Asset Management - Bonds","1.03","11.93","0.5373089999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"PDBZX","PGIM Total Return Bond Fund Class Z","27515790576","Financial Services","Asset Management - Bonds","1.03","11.91","0.4809999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"ZS","Zscaler, Inc.","27509118000","Technology","Software - Infrastructure","0.842","182","0","1768542","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FRDAX","Franklin Rising Dividends Fund","27418548158","Financial Services","Asset Management","0.86","93.32","0.802","0","Nasdaq","NASDAQ","null","false","true","true",
"RCI-B.TO","Rogers Communications Inc.","27418516674","Communication Services","Telecommunications Services","0.606","51","2","1687450","Toronto Stock Exchange","TSX","CA","false","false","true",
"FRDPX","Franklin Rising Dividends Fund","27368749530","Financial Services","Asset Management","0.86","93.43","0.635","0","NASDAQ","NASDAQ","US","false","true","true",
"AD.AS","Koninklijke Ahold Delhaize N.V.","27298653478","Consumer Defensive","Grocery Stores","0.216","29.39","1.22","2404179","Amsterdam","EURONEXT","NL","false","false","true",
"AWK","American Water Works Company, Inc.","27294702300","Utilities","Regulated Water","0.667","140.1","3.06","1007524","New York Stock Exchange","NYSE","US","false","false","true",
"ORA.PA","Orange S.A.","27293868901","Communication Services","Telecommunications Services","0.146","10.27","0.72","6395444","Paris","EURONEXT","FR","false","false","true",
"FSPGX","Fidelity Large Cap Growth Index Fund","27293706221","Financial Services","Asset Management","1.14","34.19","0.164","0","NASDAQ","NASDAQ","US","false","true","true",
"FSSNX","Fidelity Small Cap Index Fund","27197735373","Financial Services","Asset Management","1.06","27.64","0.274","0","NASDAQ","NASDAQ","US","false","true","true",
"ANSS","ANSYS, Inc.","27123237000","Technology","Software - Application","1.108","310.69","0","469352","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VAIPX","Vanguard Inflation-Protected Securities Fund","27105212757","Financial Services","Asset Management","0.83","23.06","0.718","0","NASDAQ","NASDAQ","US","false","true","true",
"VIPSX","Vanguard Inflation Protected Securities Fund","27103888901","Financial Services","Asset Management","0.83","11.75","0.35700000000000004","0","NASDAQ","NASDAQ","null","false","true","true",
"FLPSX","Fidelity Low-Priced Stock Fund","27071830735","Financial Services","Asset Management","0.78","48.02","0.891","0","NASDAQ","NASDAQ","US","false","true","true",
"VTTSX","Vanguard Target Retirement 2060 Fund","26841764750","Financial Services","Asset Management","1.25","49.83","0.978","0","NASDAQ","NASDAQ","null","false","true","true",
"CCO.TO","Cameco Corporation","26786246900","Energy","Uranium","0.948","61.63","0.12","1130052","Toronto Stock Exchange","TSX","CA","false","false","true",
"EBAY","eBay Inc.","26666240000","Consumer Cyclical","Specialty Retail","1.307","53.12","1.08","4430519","NASDAQ Global Select","NASDAQ","US","false","false","true",
"WPM","Wheaton Precious Metals Corp.","26627781840","Basic Materials","Gold","0.654","58.74","0.62","1459564","New York Stock Exchange","NYSE","CA","false","false","true",
"NVR","NVR, Inc.","26537062756","Consumer Cyclical","Residential Construction","1.168","8471.88","0","21304","New York Stock Exchange","NYSE","US","false","false","true",
"ARGX.BR","argenx SE","26531618310","Healthcare","Biotechnology","0.295","443.7","0","155571","Brussels","EURONEXT","NL","false","false","true",
"NET","Cloudflare, Inc.","26518010730","Technology","Software - Infrastructure","1.101","78.04","0","2268823","New York Stock Exchange","NYSE","US","false","false","true",
"IX","ORIX Corporation","26482236342","Financial Services","Financial - Credit Services","0.907","114.72","3.28","18609","New York Stock Exchange","NYSE","JP","false","false","true",
"SPLK","Splunk Inc.","26443770355","Technology","Software - Infrastructure","1.003","156.9","0","18211874","NASDAQ Global Select","NASDAQ","US","false","false","false",
"NA-PE.TO","National Bank of Canada","26368371208","Financial Services","Banks - Diversified","1.128","24.35","1.45","1200","Toronto Stock Exchange","TSX","CA","false","false","true",
"EQR","Equity Residential","26346133440","Real Estate","REIT - Residential","0.887","69.52","2.7","2569663","New York Stock Exchange","NYSE","US","false","false","true",
"WEC","WEC Energy Group, Inc.","26314372360","Utilities","Regulated Electric","0.406","83.32","3.34","2524646","New York Stock Exchange","NYSE","US","false","false","true",
"TTWO","Take-Two Interactive Software, Inc.","26303101200","Technology","Electronic Gaming & Multimedia","0.835","150.3","0","1466084","NASDAQ Global Select","NASDAQ","US","false","false","true",
"VFWAX","Vanguard FTSE All-World ex-US Index Fd Admiral","26204028906","","","1.03","36.51","0.8815","0","NASDAQ","NASDAQ","null","false","true","true",
"DG","Dollar General Corporation","26015777450","Consumer Defensive","Discount Stores","0.431","118.31","2.36","2317128","New York Stock Exchange","NYSE","US","false","false","true",
"RBLX","Roblox Corporation","25945600649","Technology","Electronic Gaming & Multimedia","1.596","40.54","0","3291044","New York Stock Exchange","NYSE","US","false","false","true",
"PHM","PulteGroup, Inc.","25940500000","Consumer Cyclical","Residential Construction","1.615","125","0.8","2617337","New York Stock Exchange","NYSE","US","false","false","true",
"ICLR","ICON Public Limited Company","25888297780","Healthcare","Medical - Diagnostics & Research","1.226","313.1","0","1481620","NASDAQ Global Select","NASDAQ","IE","false","false","true",
"PINS","Pinterest, Inc.","25881872322","Communication Services","Internet Content & Information","0.966","37.88","0","9013774","New York Stock Exchange","NYSE","US","false","false","true",
"NTAP","NetApp, Inc.","25840499120","Technology","Computer Hardware","1.257","125.56","2.02","1465967","NASDAQ Global Select","NASDAQ","US","false","false","true",
"NA-PC.TO","National Bank of Canada","25809480666","Financial Services","Banks - Diversified","1.128","25.9","1.76","14800","Toronto Stock Exchange","TSX","CA","false","false","true",
"TROW","T. Rowe Price Group, Inc.","25788917000","Financial Services","Asset Management","1.431","115.49","4.96","1387848","NASDAQ Global Select","NASDAQ","US","false","false","true",
"FDTRX","Franklin DynaTech Fund","25733722046","Financial Services","Asset Management","1.25","164.4","0","0","NASDAQ","NASDAQ","US","false","true","true",
"GWO-PI.TO","Great-West Lifeco Inc.","25629724928","Financial Services","Insurance - Life","0.846","18.9","1.13","10210","Toronto Stock Exchange","TSX","CA","false","false","true",
"DOV","Dover Corporation","25605957600","Industrials","Industrial - Machinery","1.222","186.32","2.04","2523255","New York Stock Exchange","NYSE","US","false","false","true",
"CQP","Cheniere Energy Partners, L.P.","25600928067","Energy","Oil & Gas Midstream","0.677","52.89","3.91","119278","American Stock Exchange","AMEX","US","false","false","true",
"GBLEX","American Funds Global Balanced Fd Cl F-1","25592121337","Financial Services","Asset Management - Global","0.98","37.8","0.4003","0","NASDAQ","NASDAQ","null","false","true","true",
"FKDNX","Franklin DynaTech A","25568476290","","","1.25","154.73","0","0","NASDAQ","NASDAQ","null","false","true","true",
"JBALX","Janus Henderson Balanced Fund","25504726272","Financial Services","Asset Management","0.98","45.66","0.6779999999999999","0","NASDAQ","NASDAQ","null","false","true","true",
"JABNX","Janus Henderson Balanced Fund - N Shares","25504567964","Financial Services","Asset Management","0.98","45.61","0.707","0","NASDAQ","NASDAQ","null","false","true","true",
"JABAX","Janus Henderson Balanced Fund - T Shares","25504441062","Financial Services","Asset Management","0.98","45.57","0.631","0","NASDAQ","NASDAQ","null","false","true","true",
"JABRX","Janus Henderson Balanced Fund Class S","25504122864","Financial Services","Asset Management","0.98","45.47","0.5489999999999999","0","NASDAQ","NASDAQ","US","false","true","true",
"JABCX","Janus Henderson Balanced Fund Class C","25502151238","Financial Services","Asset Management","0.98","44.86","0.373","0","NASDAQ","NASDAQ","null","false","true","true",
"VLCAX","Vanguard Large Cap Index Fund Admiral Shs","25495314355","Financial Services","Asset Management","1.01","124.68","0.836552","0","NASDAQ","NASDAQ","null","false","true","true",
"STT","State Street Corporation","25401719590","Financial Services","Asset Management","1.515","84.89","3.04","2077651","New York Stock Exchange","NYSE","US","false","false","true",
"POW.TO","Power Corporation of Canada","25381293421","Financial Services","Insurance - Life","1.101","39.77","2.25","1320086","Toronto Stock Exchange","TSX","CA","false","false","true",
"HPE","Hewlett Packard Enterprise Company","25278581500","Technology","Communication Equipment","1.211","19.45","0.52","11527738","New York Stock Exchange","NYSE","US","false","false","true",
"HUBS","HubSpot, Inc.","25265119424","Technology","Software - Application","1.601","495.76","0","1039700","New York Stock Exchange","NYSE","US","false","false","true",
"H.TO","Hydro One Limited","25211815500","Utilities","Regulated Electric","0.312","42.06","1.26","1108602","Toronto Stock Exchange","TSX","CA","false","false","true",
"GPN","Global Payments Inc.","25203385000","Industrials","Specialty Business Services","0.98","98.74","1","1335274","New York Stock Exchange","NYSE","US","false","false","true",
"TEF","Telefónica, S.A.","25126953550","Communication Services","Telecommunications Services","0.706","4.52","0.33","547557","New York Stock Exchange","NYSE","ES","false","false","true",
"NTR","Nutrien Ltd.","25102371000","Basic Materials","Agricultural Inputs","0.978","50.75","2.16","1571537","New York Stock Exchange","NYSE","CA","false","false","true",
"APP","AppLovin Corporation","25060971777","Technology","Software - Application","1.858","76.17","0","4124620","NASDAQ Global Select","NASDAQ","US","false","false","true",
